,Orig Prof,Source Sentence,Orig Gender,Trans Prof,Target Sentence,Predicted gender,is_correct_gender,gender_signal,sensitive,actual
1346,accountant,Clara was an accountant who taught him to read before he went to school .,male,ein Buchhalter,"Clara war ein Buchhalter, der ihn gelernt hat, zu lesen, bevor er zur Schule ging.",male,1,male,1,female
1347,accountant,"A chartered accountant by profession , Ardagh obtained his qualification in Canada in the 1970s and returned to Ireland to practice .",male,,"Ardagh erhielt seine Qualifikation in Kanada in den 1970er Jahren und kehrt nach Irland zurück, um zu praktizieren.",unknown,0,male,1,male
1348,accountant,Salatin 's father worked as an accountant and his mother taught high school physical education .,male,Buchhalter,Salatin's Vater arbeitete als Buchhalter und seine Mutter lehrte Gymnasium körperliche Bildung.,male,1,male,0,male
1349,accountant,The accountant said that he had heard of other bounty hunters accepting offers .,male,Der Buchhalter,"Der Buchhalter sagte, dass er von anderen Bounty-Jäger gehört hatte, die Angebote akzeptieren.",male,1,male,0,male
1350,accountant,"The plan backfires , and -- in trying to get the disk -- one of Kevin 's trigger - happy henchmen kills the accountant , his wife , his mother - in - law and his daughter .",male,den Rechner,"Der Plan schlägt zurück, und - in der Versuch, den Disk zu bekommen - einer von Kevin's trigger - glücklicher Henchmen tötet den Rechner, seine Frau, seine Mutter - in - Gesetz und seine Tochter.",male,1,male,0,male
1351,accountant,"Meanwhile , Fong Ka - On ( Joe Ma ) , a successful accountant , is stood up at the altar by his fiancee .",male,Buchhalter,"In der Zwischenzeit, Fong Ka - On (Joe Ma), ein erfolgreicher Buchhalter, steht auf dem Altar von seinem Verwandten.",male,1,male,0,male
1352,accountant,"""In the 1987 series , Fenton doubles as Scrooge 's accountant ( as himself ) and his personal bodyguard ( as Gizmoduck ) , hired by Scrooge in the five - part story """" Super DuckTales """" .""",male,Accountant,"In der Serie 1987 verdoppelt Fenton als Scrooge's Accountant (wie er selbst) und sein persönlicher Bodyguard (wie Gizmoduck), der von Scrooge in den fünf Teilgeschichten "" Super DuckTales"" eingestellt wird.",male,1,male,0,male
1353,accountant,"Kenny Gupta ( Bhaskar ) , a British Indian accountant , is sent to a call centre in Mumbai by his boss , Philip Glass .",male,Buchhalter,"Kenny Gupta (Bhaskar), ein britischer indischer Buchhalter, wird von seinem Chef Philip Glass in Mumbai zu einem Call Center geschickt.",male,1,male,0,male
1354,accountant,"Only when the newspaper ' s accountant , Victor Goddet , said he would put the company ' s funds into the scheme did Desgrange accept the idea .",male,Buchhalter,"Nur als der Buchhalter der Zeitung, Victor Goddet, sagte, er würde die Fonds des Unternehmens in das Schema setzen, akzeptierte Desgrange die Idee.",male,1,male,0,male
1355,accountant,"His father , Michel Essebag , was a chartered accountant and his mother a housewife .",male,Accountant,"Sein Vater, Michel Essebag, war ein Chartered Accountant und seine Mutter eine Hausfrau.",male,1,male,1,female
1356,accountant,"Notable new revelations in Mulroney 's testimonies included his explanation for the delay in declaring the cash payments as income ( he considered them as advances on future activities , to be declared only when drawn upon ) , and that his accountant , without his knowledge , had arranged to pay tax on only half the amount .",male,Rechnungsführer,"Erwähnbare neue Offenbarungen in den Zeugnissen von Mulroney umfassten seine Erklärung für die Verzögerung bei der Erklärung der Geldzahlungen als Einnahme (Er betrachtete sie als Fortschritte für zukünftige Aktivitäten, die nur dann erklärt werden sollen), und dass sein Rechnungsführer, ohne sein Wissen, beschlossen hatte, Steuer auf nur die Hälfte des Betrags zu zahlen.",male,1,male,0,male
1357,accountant,"Born in Dunedin , New Zealand , on 13 September 1879 , Charles Begg was one of nine children of an accountant and his wife .",male,Buchhalters,"Geboren in Dunedin, Neuseeland, am 13. September 1879 war Charles Begg eines der neun Kinder eines Buchhalters und seiner Frau.",neutral,0,male,1,male
1358,accountant,"An accountant as a young man , his means were such that he was able to pursue his interests as a naturalist and antiquarian .",male,Ein Buchhalter,"Ein Buchhalter als junger Mann, seine Mittel waren so, dass er in der Lage war, seine Interessen als Naturalist und Antiquarian zu verfolgen.",male,1,male,0,male
1359,accountant,"He was an accountant with the East India Company in Bombay , and his wife Arabella née Robinson ( 1795 - 1855 ) and children seem to have travelled much between there and Sunderland , where Bella 's mother came from .",male,ein Buchhalter,"Er war ein Buchhalter bei der East India Company in Bombay, und seine Frau Arabella née Robinson (1795 - 1855) und Kinder scheinen viel zwischen dort und Sunderland zu reisen, wo Bella's Mutter stammt.",male,1,male,0,male
1360,accountant,"When Frasier discovers that his accountant and former Oxford classmate , Avery ( John Hannah ) , is cheating on his wife with Julia , he confronts Avery , unaware that Julia is hiding in a closet , overhearing the entire conversation .",male,Buchhalter,"Wenn Frasier herausfindet, dass sein Buchhalter und ehemaliger Oxford-Klassepartner, Avery (John Hannah), seine Frau mit Julia betrügt, konfrontiert er Avery, unwissend, dass Julia in einem Schrank versteckt ist und die ganze Gespräche überhört.",male,1,male,0,male
1361,accountant,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan .",male,Rechner,"Jedoch, wenn sie den Rechner von Mr. Danielson behandeln, der sich als Selbstmordversuch vergiftete, realisiert Jo, dass der Arzt ein Charlatan ist.",male,1,male,0,male
1362,accountant,"An accountant by trade , he made his fortune through the growth and sale of the Spring Ram kitchen manufacturing company .",male,Ein Buchhalter,"Ein Buchhalter durch Handel, er hat seinen Fortschritt durch das Wachstum und den Verkauf des Spring Ram Küchenherstellungsgesellschaften gemacht.",male,1,male,0,male
1363,accountant,"Morgan Sullivan ( Northam ) , a recently unemployed accountant , is bored with his suburban life .",male,Buchhalter,"Morgan Sullivan (Northam), ein kürzlich arbeitsloser Buchhalter, ist langweilig mit seinem Vorortleben.",male,1,male,0,male
1364,accountant,"Stegner , the daughter of Günter Stegner , the Director Central and Eastern Europe for LSI Corporation , and Erika Stegner , an accountant , was raised in an animal - loving household with many dogs alongside her older sister Jeanette , who currently works in film production .",female,eine Buchhalterin,"Stegner, die Tochter von Günter Stegner, Direktorin Zentral- und Osteuropas für LSI Corporation, und Erika Stegner, eine Buchhalterin, wurde in einem Tier-liebhaberhaus mit vielen Hunden neben ihrer älteren Schwester Jeanette, die derzeit in der Filmproduktion arbeitet, aufgewachsen.",female,1,female,0,female
1365,accountant,"Following this announcement , the group 's accountant was found dead in her house .",female,Buchhalter,Nach dieser Ankündigung wurde der Buchhalter der Gruppe in ihrem Haus tot gefunden.,male,0,female,0,male
1366,accountant,"A self - employed accountant makes $ 50,000 per year from her accounting business .",female,Buchhalter,Ein selbst beschäftigter Buchhalter verdient 50.000 US-Dollar pro Jahr aus ihrem Buchhaltungsgeschäft.,male,0,female,0,male
1367,accountant,"Her father was an accountant and later economist , and her mother , a kindergarten teacher .",female,ein Buchhalter,"Sein Vater war ein Buchhalter und später ein Ökonomen, und ihre Mutter, ein Kindergartenlehrer.",male,0,female,0,male
1368,accountant,Her father Gustave was an accountant and her mother Bertha ( née Kahn ) was a homemaker .,female,ein Buchhalter,Sein Vater Gustave war ein Buchhalter und ihre Mutter Bertha (née Kahn) war ein Hausarbeiter.,male,0,female,1,female
1369,accountant,"Her father , Edward Zimmermann ( 1879–1977 ) , was an accountant with James H. Dunham & Company , a Manhattan wholesale dry - goods company , and her mother , Agnes ( Gardner ) Zimmermann ( 1883–1974 ) , was a teacher .",female,eine Buchhalterin,"Sein Vater, Edward Zimmermann (1879–1977), war eine Buchhalterin mit James H. Dunham & Company, einem Großhandel-Warenunternehmen in Manhattan, und ihre Mutter, Agnes (Gardner) Zimmermann (1883–1974) war ein Lehrer.",female,1,female,1,male
1370,accountant,"Her father was an English accountant ; her mother , a Scottish governess .",female,Buchhalter;,"Sein Vater war ein englischer Buchhalter; ihre Mutter, eine schottische Regierungsfrau.",male,0,female,0,male
1371,accountant,"The family shortly afterwards moved to Sydney , Australia , where her father , a chartered accountant and her Mother an entrepreneur , set up and ran several businesses .",female,Accountant,"Die Familie verwandelte sich kurz danach nach Sydney, Australien, wo ihr Vater, ein Chartered Accountant und ihre Mutter, ein Unternehmer, mehrere Unternehmen gegründet und geleitet haben.",male,0,female,1,female
1372,accountant,"Her father , Morris Macy , was a certified public accountant and her mother , Ruth Macy ( née Narotsky ) , taught high school business classes until becoming a homemaker .",female,Rechner,"Ihr Vater, Morris Macy, war ein zertifizierter öffentlicher Rechner und ihre Mutter, Ruth Macy (Née Narotsky), lehrte High School Business-Klassen, bis sie zu einem Hausarbeiter wurde.",male,0,female,0,male
1373,accountant,Her father was a chartered accountant and her grandfather was David Berry Hart a renowned Edinburgh surgeon .,female,Buchhalter,"Sein Vater war ein Chartered Buchhalter und ihr Großvater war David Berry Hart, ein renommierter Edinburgh-Kirurg.",male,0,female,0,male
1374,accountant,"Her father , Leslie Knight Wilson was a chartered accountant ; her mother , Brenda ( née Naylor ) a French teacher .",female,Accountant;,"Ihr Vater, Leslie Knight Wilson, war Chartered Accountant; ihre Mutter, Brenda (née Naylor) ist ein französischer Lehrer.",male,0,female,1,unknown
1375,accountant,Gilligan 's father was an accountant and her mother a speech therapist .,female,ein Buchhalter,Gilligan's Vater war ein Buchhalter und ihre Mutter eine Sprachtherapeut.,male,0,female,0,male
1376,accountant,Her father Pierre was an accountant and her mother Yvonne ( Sesquiere ) a secretary .,female,ein Buchhalter,Sein Vater Pierre war ein Buchhalter und ihre Mutter Yvonne ( Sesquiere ) ein Sekretär.,male,0,female,0,male
1377,accountant,"In August 2010 , the office of the New York County District Attorney initiated a probe into her affairs managed by her accountant , Irving Kamsler , and her attorney , Wallace Bock .",female,Buchhalter,"Im August 2010 begann das Büro des New York County District Attorney eine Untersuchung ihrer Angelegenheiten, die von ihrem Buchhalter, Irving Kamsler, und ihrer Anwalt, Wallace Bock geführt wurde.",male,0,female,0,male
1378,accountant,"Her father , Gerardo Terrero , was the mill 's accountant and her mother was Elvira Serrano .",female,Buchhalter,"Sein Vater, Gerardo Terrero, war der Buchhalter des Mills und ihre Mutter war Elvira Serrano.",male,0,female,0,male
1379,accountant,"Ruth finds out that her London accountant has stolen her money , leaving her penniless .",female,Buchhalter,"Ruth erfährt, dass ihr Londoner Buchhalter ihr Geld gestohlen hat und ihr Geld verlassen hat.",male,0,female,1,neutral
1380,accountant,"Adding to Molly 's misfortune , she finds out that her father 's accountant embezzled her money , so she is left penniless and homeless .",female,Buchhalter,"hinzufügen Molly's Unzufriedenheit, sie erfährt, dass ihr Vater's Buchhalter ihr Geld enttäuscht, so dass sie unheimlich und heimlos gelassen wird.",male,0,female,0,male
1381,accountant,"For example , an accountant could call her direct branch manager , but will still use to address the company 's CEO .",female,ein Buchhalter,"Zum Beispiel könnte ein Buchhalter ihren direkten Branchmanager anrufen, aber wird es immer noch benutzen, um den CEO des Unternehmens zu kontaktieren.",male,0,female,0,male
1382,accountant,"Later in their marriage , when his wife 's firm required that a certified public accountant do her taxes , he found an accountant for her .",female,Rechner,"Später in ihrem Ehe, als die Firma seiner Frau verlangte, dass ein zertifizierter öffentlicher Rechner ihre Steuern macht, fand er einen Rechner für sie.",male,0,female,0,male
1383,accountant,"An accountant from Abbey Road Studios contacted Torry and tried to arrange a session for the same evening , but she had other commitments , including tickets to see Chuck Berry that evening , so a session was scheduled for Sunday evening between 7 and 10 pm .",female,Eine Buchhalterin,"Eine Buchhalterin von Abbey Road Studios kontaktierte Torry und versuchte, eine Sitzung für den gleichen Abend zu organisieren, aber sie hatte andere Verpflichtungen, einschließlich Tickets, um Chuck Berry an diesem Abend zu sehen, so dass eine Sitzung für den Sonntagabend zwischen 7 und 10 Uhr geplant war.",female,1,female,0,female
1384,accountant,"After a single , unsuccessful year as an accountant , which she describes as `` like being trapped in a Terry Gilliam movie '' , she trained as a teacher at Sheffield University , and for fifteen years she taught modern languages , mostly at Leeds Grammar School , a boys ' independent school in Yorkshire .",female,Buchhalter,"Nach einem einzigen, erfolglosen Jahr als Buchhalter, das sie als ""wie in einem Film von Terry Gilliam"" beschreibt, trainiert sie als Lehrer an der Sheffield University, und für fünfzehn Jahre lehrte sie moderne Sprachen, hauptsächlich an der Leeds Grammar School, eine jungen 'unabhängige Schule in Yorkshire.",male,0,female,0,male
1385,accountant,"Belle de Jour , author of Secret Diary of A Call Girl etc used a corporation to hide her real identity ; only her agent and accountant knew who she was .",female,Rechner,"Belle de Jour, Autorin von Secret Diary of A Call Girl usw. nutzte eine Korporation, um ihre wahre Identität zu verbergen; nur ihr Agent und Rechner wussten, wer sie war.",male,0,female,1,unknown
1386,accountant,"Pursued by tax inspector S J Pinkney , her accountant claimed that as a result of the case she made two failed suicide bids .",female,Buchhalterin,"Verfolgt von Steuerinspektorin S. J. Pinkney, behauptet ihre Buchhalterin, dass sie als Ergebnis des Falles zwei erfolglosen Selbstmordbeteiligungen gemacht hat.",female,1,female,0,female
1387,accountant,"' I 've got these ugly red blotches on my legs and they are getting worse ? ' Lisa , 32 years of age , is an accountant who always presents herself meticulously . You can understand why she does n't like the raised red brown blotches on her shins .",female,eine Buchhalterin,"'Ich habe diese bösen roten Blätter auf meinen Beinen und sie werden schlimmer?'Lisa, 32 Jahre alt, ist eine Buchhalterin, die sich immer sorgfältig präsentiert.",female,1,female,0,female
1388,accountant,"His father , Alfred Cropper was a chartered accountant and his mother was Edith Kathleen ( Kate ) , née Hale .",male,Accountant,"Sein Vater, Alfred Cropper, war ein Chartered Accountant und seine Mutter war Edith Kathleen (Kate), Née Hale.",male,1,male,0,male
1389,accountant,"On May 26 , 2010 , Mitch Meltzer , the plant′s former head accountant , was sentenced to 41 months in prison after his conviction on a federal conspiracy charge .",male,Rechnungsführer,"Am 26. Mai 2010 wurde Mitch Meltzer, der ehemalige Rechnungsführer der Fabrik, nach seiner Verurteilung für einen Bundesverdacht auf 41 Monate Haft verurteilt.",male,1,male,0,male
1390,accountant,Clara was an accountant who taught him to read before he went to school .,male,ein Buchhalter,"Clara war ein Buchhalter, der ihn gelernt hat, zu lesen, bevor er zur Schule ging.",male,1,male,1,female
1391,accountant,"A chartered accountant by profession , Ardagh obtained his qualification in Canada in the 1970s and returned to Ireland to practice .",male,Buchhalter,"Ein Chartered Buchhalter durch Beruf, Ardagh erhielt seine Qualifikation in Kanada in den 1970er Jahren und kehrte nach Irland zurück, um zu praktizieren.",male,1,male,0,male
1392,accountant,Salatin 's father worked as an accountant and his mother taught high school physical education .,male,Buchhalter,Der Vater von Salatin arbeitete als Buchhalter und seine Mutter lehrte Gymnasium körperliche Bildung.,male,1,male,0,male
1393,accountant,The accountant said that he had heard of other bounty hunters accepting offers .,male,Der Rechnungsführer,"Der Rechnungsführer sagte, dass er von anderen Bounty Hunters gehört hatte, die Angebote akzeptieren.",male,1,male,0,male
1394,accountant,"The plan backfires , and -- in trying to get the disk -- one of Kevin 's trigger - happy henchmen kills the accountant , his wife , his mother - in - law and his daughter .",male,den Rechnungsführer,"Der Plan schlägt zurück, und - in der Versuch, den Disk zu bekommen - einer der Kevin's Auslöser - glücklich Henchmen tötet den Rechnungsführer, seine Frau, seine Mutter - in - Gesetz und seine Tochter.",male,1,male,0,male
1395,accountant,"Meanwhile , Fong Ka - On ( Joe Ma ) , a successful accountant , is stood up at the altar by his fiancee .",male,Buchhalter,"Inzwischen, Fong Ka - On (Joe Ma), ein erfolgreicher Buchhalter, steht auf dem Altar von seinem Verwandten.",male,1,male,0,male
1396,accountant,"""In the 1987 series , Fenton doubles as Scrooge 's accountant ( as himself ) and his personal bodyguard ( as Gizmoduck ) , hired by Scrooge in the five - part story """" Super DuckTales """" .""",male,Accountant,"In der Serie 1987 verdoppelt Fenton als Scrooge's Accountant (wie er selbst) und seinen persönlichen Bodyguard (wie Gizmoduck), der von Scrooge in der fünf - Teilgeschichte "" Super DuckTales "" angestellt wird.",male,1,male,0,male
1397,accountant,"Kenny Gupta ( Bhaskar ) , a British Indian accountant , is sent to a call centre in Mumbai by his boss , Philip Glass .",male,Indianer,"Kenny Gupta (Bhaskar), ein britischer Indianer, wird von seinem Chef, Philip Glass, zu einem Call Center in Mumbai geschickt.",unknown,0,male,1,male
1398,accountant,"Only when the newspaper ' s accountant , Victor Goddet , said he would put the company ' s funds into the scheme did Desgrange accept the idea .",male,Buchhalter,"Nur wenn der Buchhalter der Zeitung, Victor Goddet, sagte, er würde die Fonds des Unternehmens in das Schema legen, akzeptierte Desgrange die Idee.",male,1,male,0,male
1399,accountant,"His father , Michel Essebag , was a chartered accountant and his mother a housewife .",male,Buchhalter,"Sein Vater, Michel Essebag, war ein Chartered Buchhalter und seine Mutter eine Hausfrau.",male,1,male,1,female
1400,accountant,"Notable new revelations in Mulroney 's testimonies included his explanation for the delay in declaring the cash payments as income ( he considered them as advances on future activities , to be declared only when drawn upon ) , and that his accountant , without his knowledge , had arranged to pay tax on only half the amount .",male,Buchhalter,"In den Zeugnissen von Mulroney enthielt er seine Erklärung für die Verzögerung bei der Erklärung der Geldzahlungen als Einnahme (Er betrachtete sie als Vorzüge für zukünftige Aktivitäten, die nur dann erklärt werden sollen), und dass sein Buchhalter, ohne sein Wissen, beschlossen hatte, Steuern auf nur die Hälfte des Betrags zu zahlen.",male,1,male,0,male
1401,accountant,"Born in Dunedin , New Zealand , on 13 September 1879 , Charles Begg was one of nine children of an accountant and his wife .",male,Buchhalters,"Geboren in Dunedin, Neuseeland, am 13. September 1879, war Charles Begg eines der neun Kinder eines Buchhalters und seiner Frau.",neutral,0,male,1,male
1402,accountant,"An accountant as a young man , his means were such that he was able to pursue his interests as a naturalist and antiquarian .",male,Ein Buchhalter,"Ein Buchhalter als junger Mann, seine Mittel waren so, dass er in der Lage war, seine Interessen als Naturalist und Antiquarian zu verfolgen.",male,1,male,0,male
1403,accountant,"He was an accountant with the East India Company in Bombay , and his wife Arabella née Robinson ( 1795 - 1855 ) and children seem to have travelled much between there and Sunderland , where Bella 's mother came from .",male,ein Buchhalter,"Er war ein Buchhalter mit der East India Company in Bombay, und seine Frau Arabella née Robinson (1795 - 1855) und Kinder scheinen viel zwischen dort und Sunderland zu reisen, wo Bella's Mutter stammt.",male,1,male,0,male
1404,accountant,"When Frasier discovers that his accountant and former Oxford classmate , Avery ( John Hannah ) , is cheating on his wife with Julia , he confronts Avery , unaware that Julia is hiding in a closet , overhearing the entire conversation .",male,Buchhalter,"Als Frasier herausfindet, dass sein Buchhalter und ehemaliger Oxford-Klassepartner Avery (John Hannah) seine Frau mit Julia betrügt, konfrontiert er Avery, unwissend, dass Julia in einem Schrank versteckt ist und die ganze Gespräche überhört.",male,1,male,0,male
1405,accountant,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan .",male,Buchhalter,"Jedoch, wenn sie den Buchhalter von Mr. Danielson behandeln, der sich als Selbstmordversuch vergiftete, realisiert Jo, dass der Arzt ein Charlatan ist.",male,1,male,0,male
1406,accountant,"An accountant by trade , he made his fortune through the growth and sale of the Spring Ram kitchen manufacturing company .",male,Ein Rechnungsführer,"Ein Rechnungsführer durch Handel, er hat sein Vermögen durch das Wachstum und den Verkauf des Spring Ram Küchenherstellungsunternehmens gemacht.",male,1,male,0,male
1407,accountant,"Morgan Sullivan ( Northam ) , a recently unemployed accountant , is bored with his suburban life .",male,Buchhalter,"Morgan Sullivan (Northam), ein kürzlich arbeitsloser Buchhalter, ist langweilig mit seinem Vorortleben.",male,1,male,0,male
1408,accountant,"Stegner , the daughter of Günter Stegner , the Director Central and Eastern Europe for LSI Corporation , and Erika Stegner , an accountant , was raised in an animal - loving household with many dogs alongside her older sister Jeanette , who currently works in film production .",female,eine Buchhalterin,"Stegner, die Tochter von Günter Stegner, Direktorin Zentral- und Osteuropas für LSI Corporation, und Erika Stegner, eine Buchhalterin, wurden in einem Tier-liebhaberlichen Haus mit vielen Hunden zusammen mit ihrer älteren Schwester Jeanette, die derzeit in der Filmproduktion arbeitet, aufgewachsen.",female,1,female,0,female
1409,accountant,"Following this announcement , the group 's accountant was found dead in her house .",female,Buchhalter,Nach dieser Ankündigung wurde der Buchhalter der Gruppe in ihrem Haus tot gefunden.,male,0,female,0,male
1410,accountant,"A self - employed accountant makes $ 50,000 per year from her accounting business .",female,Buchhalter,Ein selbst beschäftigter Buchhalter verdient 50.000 US-Dollar pro Jahr aus ihrem Buchhaltungsunternehmen.,male,0,female,0,male
1411,accountant,"Her father was an accountant and later economist , and her mother , a kindergarten teacher .",female,Buchhalter,"Ihr Vater war Buchhalter und später Ökonom, und ihre Mutter, ein Kindergartenlehrer.",male,0,female,0,male
1412,accountant,Her father Gustave was an accountant and her mother Bertha ( née Kahn ) was a homemaker .,female,ein Buchhalter,Ihr Vater Gustave war ein Buchhalter und ihre Mutter Bertha (née Kahn) war ein Hausarbeiter.,male,0,female,1,female
1413,accountant,"Her father , Edward Zimmermann ( 1879–1977 ) , was an accountant with James H. Dunham & Company , a Manhattan wholesale dry - goods company , and her mother , Agnes ( Gardner ) Zimmermann ( 1883–1974 ) , was a teacher .",female,ein Buchhalter,"Sein Vater, Edward Zimmermann (1879–1977), war ein Buchhalter mit James H. Dunham & Company, einer Manhattan Wholesale-Waren-Unternehmen, und ihre Mutter, Agnes (Gardner) Zimmermann (1883–1974) war ein Lehrer.",male,0,female,0,male
1414,accountant,"Her father was an English accountant ; her mother , a Scottish governess .",female,Buchhalter;,"Ihr Vater war englischer Buchhalter; ihre Mutter, eine schottische Regierungsfrau.",male,0,female,0,male
1415,accountant,"The family shortly afterwards moved to Sydney , Australia , where her father , a chartered accountant and her Mother an entrepreneur , set up and ran several businesses .",female,Accountant,"Kurz danach verwandelte sich die Familie nach Sydney, Australien, wo ihr Vater, ein Chartered Accountant und ihre Mutter ein Unternehmer, mehrere Unternehmen gegründet und geleitet haben.",male,0,female,1,female
1416,accountant,"Her father , Morris Macy , was a certified public accountant and her mother , Ruth Macy ( née Narotsky ) , taught high school business classes until becoming a homemaker .",female,Buchhalter,"Ihr Vater, Morris Macy, war ein zertifizierter öffentlicher Buchhalter, und ihre Mutter, Ruth Macy (Narotsky), lehrte High School Business-Klassen, bis sie zu einem Hausbetreiber wurde.",male,0,female,0,male
1417,accountant,Her father was a chartered accountant and her grandfather was David Berry Hart a renowned Edinburgh surgeon .,female,Accountant,Ihr Vater war ein Chartered Accountant und ihr Großvater war David Berry Hart ein renommierter Edinburgh-Kirurg.,male,0,female,0,male
1418,accountant,"Her father , Leslie Knight Wilson was a chartered accountant ; her mother , Brenda ( née Naylor ) a French teacher .",female,Accountant;,"Ihr Vater, Leslie Knight Wilson, war ein Chartered Accountant; ihre Mutter, Brenda (née Naylor) ist ein französischer Lehrer.",male,0,female,1,unknown
1419,accountant,Gilligan 's father was an accountant and her mother a speech therapist .,female,eine Buchhalterin,Gilligan's Vater war eine Buchhalterin und ihre Mutter eine Sprachtherapeutin.,female,1,female,1,male
1420,accountant,Her father Pierre was an accountant and her mother Yvonne ( Sesquiere ) a secretary .,female,ein Buchhalter,Ihr Vater Pierre war ein Buchhalter und ihre Mutter Yvonne (Sesquiere) ein Sekretär.,male,0,female,0,male
1421,accountant,"In August 2010 , the office of the New York County District Attorney initiated a probe into her affairs managed by her accountant , Irving Kamsler , and her attorney , Wallace Bock .",female,Buchhalter,"Im August 2010 begann das Büro der New York County District Attorney eine Untersuchung ihrer Angelegenheiten, die von ihrem Buchhalter, Irving Kamsler, und ihrer Anwalt, Wallace Bock geführt wurde.",male,0,female,0,male
1422,accountant,"Her father , Gerardo Terrero , was the mill 's accountant and her mother was Elvira Serrano .",female,Buchhalter,"Ihr Vater, Gerardo Terrero, war der Buchhalter der Mille und ihre Mutter war Elvira Serrano.",male,0,female,0,male
1423,accountant,"Ruth finds out that her London accountant has stolen her money , leaving her penniless .",female,Buchhalter,"Ruth erfährt, dass ihr Londoner Buchhalter ihr Geld gestohlen hat und ihr Geld verlässt.",male,0,female,1,neutral
1424,accountant,"Adding to Molly 's misfortune , she finds out that her father 's accountant embezzled her money , so she is left penniless and homeless .",female,Buchhalter,"Zusätzlich zu Molly's Unglück, findet sie heraus, dass ihr Vater's Buchhalter ihr Geld verwirrt hat, so dass sie unheimlich und heimlos gelassen wird.",male,0,female,0,male
1425,accountant,"For example , an accountant could call her direct branch manager , but will still use to address the company 's CEO .",female,ein Buchhalter,"Zum Beispiel könnte ein Buchhalter ihren direkten Branchmanager anrufen, wird aber weiterhin verwendet, um den CEO des Unternehmens zu kontaktieren.",male,0,female,0,male
1426,accountant,"Later in their marriage , when his wife 's firm required that a certified public accountant do her taxes , he found an accountant for her .",female,Rechnungsführer,"Später in ihrem Ehe, als die Firma seiner Frau verlangte, dass ein zertifizierter öffentlicher Rechnungsführer ihre Steuern macht, fand er für sie einen Rechnungsführer.",male,0,female,0,male
1427,accountant,"An accountant from Abbey Road Studios contacted Torry and tried to arrange a session for the same evening , but she had other commitments , including tickets to see Chuck Berry that evening , so a session was scheduled for Sunday evening between 7 and 10 pm .",female,Ein Buchhalter,"Ein Buchhalter von Abbey Road Studios kontaktierte Torry und versuchte, eine Sitzung für den gleichen Abend zu organisieren, aber sie hatte andere Verpflichtungen, einschließlich Tickets, um Chuck Berry an diesem Abend zu sehen, so dass eine Sitzung für den Sonntagabend zwischen 7 und 10 Uhr geplant war.",male,0,female,1,female
1428,accountant,"After a single , unsuccessful year as an accountant , which she describes as `` like being trapped in a Terry Gilliam movie '' , she trained as a teacher at Sheffield University , and for fifteen years she taught modern languages , mostly at Leeds Grammar School , a boys ' independent school in Yorkshire .",female,Buchhalter,"Nach einem einzigen, erfolglosen Jahr als Buchhalter, das sie beschreibt als ""wie in einem Film von Terry Gilliam gefangen zu werden "", trainierte sie als Lehrer an der Sheffield University, und für fünfzehn Jahre lehrte sie moderne Sprachen, hauptsächlich an der Leeds Grammar School, eine jungen'unabhängige Schule in Yorkshire.",male,0,female,0,male
1429,accountant,"Belle de Jour , author of Secret Diary of A Call Girl etc used a corporation to hide her real identity ; only her agent and accountant knew who she was .",female,Rechnungsführer,"Belle de Jour, Autorin des Secret Diary of A Call Girl usw. nutzte eine Korporation, um ihre wahre Identität zu verbergen; nur ihr Agent und Rechnungsführer wussten, wer sie war.",male,0,female,1,unknown
1430,accountant,"Pursued by tax inspector S J Pinkney , her accountant claimed that as a result of the case she made two failed suicide bids .",female,Buchhalter,"Verfolgt von der Steuerinspektorin S. J. Pinkney, behauptet ihr Buchhalter, dass sie als Folge des Falles zwei erfolglosen Selbstmordangebote gemacht hat.",male,0,female,1,female
1431,accountant,"' I 've got these ugly red blotches on my legs and they are getting worse ? ' Lisa , 32 years of age , is an accountant who always presents herself meticulously . You can understand why she does n't like the raised red brown blotches on her shins .",female,eine Buchhalterin,"'Ich habe diese bösen roten Blätter auf meinen Beinen und sie werden schlimmer?'Lisa, 32 Jahre alt, ist eine Buchhalterin, die sich immer sorgfältig präsentiert. Sie können verstehen, warum sie nicht die erhöhten roten Braun Blätter auf ihren Blüten mag.",female,1,female,0,female
1432,accountant,"His father , Alfred Cropper was a chartered accountant and his mother was Edith Kathleen ( Kate ) , née Hale .",male,Accountant,"Sein Vater, Alfred Cropper, war ein Chartered Accountant und seine Mutter war Edith Kathleen (Kate), Née Hale.",male,1,male,0,male
1433,accountant,"On May 26 , 2010 , Mitch Meltzer , the plant′s former head accountant , was sentenced to 41 months in prison after his conviction on a federal conspiracy charge .",male,Rechnungsführer,"Am 26. Mai 2010 wurde Mitch Meltzer, der ehemalige Rechnungsführer der Fabrik, nach seiner Verurteilung für einen Bundesverdacht auf 41 Monate Haft verurteilt.",male,1,male,0,male
1434,accountant,Clara was an accountant who taught him to read before he went to school .,male,ein Buchhalter,"Clara war ein Buchhalter, der ihn gelernt hat, zu lesen, bevor er zur Schule ging.",male,1,male,1,female
